DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (-)
2012-01-01,2012,1,1,PIMPFN12_QIIGN2512,2012-01-01T00:00:00-02:00,98.3
2012-02-01,2012,1,2,PIMPFN12_QIIGN2512,2012-02-01T00:00:00-02:00,92.8
2012-03-01,2012,1,3,PIMPFN12_QIIGN2512,2012-03-01T00:00:00-03:00,102.0
2012-04-01,2012,1,4,PIMPFN12_QIIGN2512,2012-04-01T00:00:00-03:00,102.1
2012-05-01,2012,1,5,PIMPFN12_QIIGN2512,2012-05-01T00:00:00-03:00,105.6
2012-06-01,2012,1,6,PIMPFN12_QIIGN2512,2012-06-01T00:00:00-03:00,101.4
2012-07-01,2012,1,7,PIMPFN12_QIIGN2512,2012-07-01T00:00:00-03:00,102.2
2012-08-01,2012,1,8,PIMPFN12_QIIGN2512,2012-08-01T00:00:00-03:00,106.2
2012-09-01,2012,1,9,PIMPFN12_QIIGN2512,2012-09-01T00:00:00-03:00,95.8
2012-10-01,2012,1,10,PIMPFN12_QIIGN2512,2012-10-01T00:00:00-03:00,101.9
2012-11-01,2012,1,11,PIMPFN12_QIIGN2512,2012-11-01T00:00:00-02:00,95.6
2012-12-01,2012,1,12,PIMPFN12_QIIGN2512,2012-12-01T00:00:00-02:00,96.2
2013-01-01,2013,1,1,PIMPFN12_QIIGN2512,2013-01-01T00:00:00-02:00,92.1
2013-02-01,2013,1,2,PIMPFN12_QIIGN2512,2013-02-01T00:00:00-02:00,86.7
2013-03-01,2013,1,3,PIMPFN12_QIIGN2512,2013-03-01T00:00:00-03:00,96.4
2013-04-01,2013,1,4,PIMPFN12_QIIGN2512,2013-04-01T00:00:00-03:00,93.9
2013-05-01,2013,1,5,PIMPFN12_QIIGN2512,2013-05-01T00:00:00-03:00,96.4
2013-06-01,2013,1,6,PIMPFN12_QIIGN2512,2013-06-01T00:00:00-03:00,97.4
2013-07-01,2013,1,7,PIMPFN12_QIIGN2512,2013-07-01T00:00:00-03:00,100.3
2013-08-01,2013,1,8,PIMPFN12_QIIGN2512,2013-08-01T00:00:00-03:00,107.4
2013-09-01,2013,1,9,PIMPFN12_QIIGN2512,2013-09-01T00:00:00-03:00,104.1
2013-10-01,2013,1,10,PIMPFN12_QIIGN2512,2013-10-01T00:00:00-03:00,109.5
2013-11-01,2013,1,11,PIMPFN12_QIIGN2512,2013-11-01T00:00:00-02:00,103.3
2013-12-01,2013,1,12,PIMPFN12_QIIGN2512,2013-12-01T00:00:00-02:00,84.8
2014-01-01,2014,1,1,PIMPFN12_QIIGN2512,2014-01-01T00:00:00-02:00,99.2
2014-02-01,2014,1,2,PIMPFN12_QIIGN2512,2014-02-01T00:00:00-02:00,96.2
2014-03-01,2014,1,3,PIMPFN12_QIIGN2512,2014-03-01T00:00:00-03:00,99.2
2014-04-01,2014,1,4,PIMPFN12_QIIGN2512,2014-04-01T00:00:00-03:00,105.0
2014-05-01,2014,1,5,PIMPFN12_QIIGN2512,2014-05-01T00:00:00-03:00,106.5
2014-06-01,2014,1,6,PIMPFN12_QIIGN2512,2014-06-01T00:00:00-03:00,100.8
2014-07-01,2014,1,7,PIMPFN12_QIIGN2512,2014-07-01T00:00:00-03:00,102.4
2014-08-01,2014,1,8,PIMPFN12_QIIGN2512,2014-08-01T00:00:00-03:00,101.2
2014-09-01,2014,1,9,PIMPFN12_QIIGN2512,2014-09-01T00:00:00-03:00,102.9
2014-10-01,2014,1,10,PIMPFN12_QIIGN2512,2014-10-01T00:00:00-03:00,108.5
2014-11-01,2014,1,11,PIMPFN12_QIIGN2512,2014-11-01T00:00:00-02:00,101.1
2014-12-01,2014,1,12,PIMPFN12_QIIGN2512,2014-12-01T00:00:00-02:00,94.8
2015-01-01,2015,1,1,PIMPFN12_QIIGN2512,2015-01-01T00:00:00-02:00,94.7
